author_id,发布作品数,总获赞,总播放,作品平均时长,去过城市数,首发日期,末次发布,创作天数,创作活跃度(日均发布)
23333,2,0,51149391,9.05,1,2019-10-08,2019-10-19,12,0.16666666666666666
23334,2,3,738623394,20.52755905511811,1,2019-10-25,2019-10-26,2,1.0
23340,2,0,8753086,13.0,1,2019-10-23,2019-10-23,1,2.0
23344,2,0,29001795,5.416666666666667,1,2019-10-07,2019-10-16,10,0.2
23345,3,0,13159279,6.857142857142857,1,2019-10-15,2019-10-27,13,0.23076923076923078
23348,2,1,190383598,9.0,1,2019-10-01,2019-10-10,10,0.2
23349,1,0,1077892,10.0,1,2019-10-28,2019-10-28,1,1.0
23355,2,0,26734503,14.0,1,2019-10-03,2019-10-27,25,0.08
23359,6,1,327095716,9.068627450980392,1,2019-09-25,2019-10-30,36,0.16666666666666666
23363,2,0,7762077,10.0,1,2019-10-10,2019-10-25,16,0.125
23364,2,0,13486853,8.0,1,2019-09-25,2019-09-30,6,0.3333333333333333
23365,1,0,78319779,10.0,1,2019-10-24,2019-10-24,1,1.0
23366,20,2,152911519,9.314814814814815,1,2019-09-22,2019-10-27,36,0.5555555555555556
23374,4,0,12709959,9.25,1,2019-10-19,2019-10-27,9,0.4444444444444444
23375,23,1,515598074,12.988636363636363,4,2019-09-27,2019-10-28,32,0.71875
23377,1,0,8484704,11.0,1,2019-10-23,2019-10-23,1,1.0
23378,11,1,306982532,11.410526315789474,1,2019-10-04,2019-10-26,23,0.4782608695652174
23379,29,1,664207736,10.217573221757322,1,2019-10-07,2019-10-30,24,1.2083333333333333
23380,1,0,13062061,21.0,1,2019-10-25,2019-10-25,1,1.0
23382,17,0,87980352,9.689655172413794,1,2019-10-21,2019-10-29,9,1.8888888888888888
23383,6,1,344232802,7.411290322580645,1,2019-10-01,2019-10-24,24,0.25
23384,2,0,33636820,8.0,1,2019-10-01,2019-10-09,9,0.2222222222222222
23385,1,0,8804283,7.0,2,2019-10-22,2019-10-22,1,1.0
23386,2,0,12721182,24.4,1,2019-10-07,2019-10-22,16,0.125
23389,1,0,5230993,8.0,1,2019-10-13,2019-10-13,1,1.0
23391,1,0,3398380,9.0,1,2019-10-27,2019-10-27,1,1.0
23392,1,0,55850315,7.0,1,2019-10-26,2019-10-26,1,1.0
23394,10,0,78705050,9.608695652173912,1,2019-10-03,2019-10-29,27,0.37037037037037035
23397,6,0,362138657,9.961832061068701,1,2019-10-11,2019-10-26,16,0.375
23398,4,0,28631580,9.7,1,2019-10-21,2019-10-29,9,0.4444444444444444
23399,4,0,64498881,7.875,2,2019-10-05,2019-10-29,25,0.16
23400,18,0,168385816,11.634615384615385,1,2019-10-20,2019-10-29,10,1.8
23401,2,0,7501226,9.0,2,2019-10-24,2019-10-26,3,0.6666666666666666
23402,1,0,29254776,19.0,1,2019-10-28,2019-10-28,1,1.0
23404,2,1,217830089,9.0,1,2019-10-03,2019-10-05,3,0.6666666666666666
23409,18,1,160502461,11.018181818181818,10,2019-09-28,2019-10-29,32,0.5625
23411,19,0,163868878,9.036363636363637,1,2019-09-25,2019-10-30,36,0.5277777777777778
23412,9,0,69055830,7.08,1,2019-09-23,2019-10-26,34,0.2647058823529412
23413,1,0,13226951,11.0,1,2019-10-21,2019-10-21,1,1.0
23414,2,0,12980475,6.333333333333333,1,2019-10-04,2019-10-17,14,0.14285714285714285
23415,10,0,67268211,10.409090909090908,1,2019-09-24,2019-10-27,34,0.29411764705882354
23419,2,0,4601183,5.5,1,2019-10-27,2019-10-29,3,0.6666666666666666
23420,36,2,908921895,14.764119601328904,1,2019-09-28,2019-10-29,32,1.125
23425,6,0,90284651,6.444444444444445,1,2019-10-23,2019-10-27,5,1.2
23426,1,0,19635366,5.0,1,2019-10-27,2019-10-27,1,1.0
23428,1,0,619458,7.0,1,2019-10-24,2019-10-24,1,1.0
23429,28,1,283402548,10.397849462365592,1,2019-10-01,2019-10-29,29,0.9655172413793104
23430,2,0,34511354,9.88888888888889,1,2019-10-08,2019-10-26,19,0.10526315789473684
23432,2,0,51867447,7.411764705882353,1,2019-10-28,2019-10-30,3,0.6666666666666666
23434,2,0,5684537,7.0,1,2019-10-27,2019-10-28,2,1.0
23436,5,0,29077993,14.666666666666666,1,2019-10-05,2019-10-29,25,0.2
23438,2,1,4461012,8.0,1,2019-10-18,2019-10-24,7,0.2857142857142857
23442,11,1,283249704,8.261363636363637,1,2019-10-05,2019-10-23,19,0.5789473684210527
23445,1,0,5694091,9.0,1,2019-10-26,2019-10-26,1,1.0
23446,3,0,22042122,32.57142857142857,1,2019-10-05,2019-10-26,22,0.13636363636363635
23448,1,0,2201397,9.0,1,2019-10-24,2019-10-24,1,1.0
23451,8,1,115071120,23.08823529411765,1,2019-10-01,2019-10-30,30,0.26666666666666666
23456,3,0,146119102,9.72340425531915,1,2019-10-06,2019-10-20,15,0.2
23459,21,0,156711905,10.636363636363637,1,2019-09-30,2019-10-29,30,0.7
23463,5,0,51239270,14.5,1,2019-10-01,2019-10-25,25,0.2
23464,4,0,100509646,10.35135135135135,1,2019-10-14,2019-10-30,17,0.23529411764705882
23465,2,0,7362382,25.5,1,2019-10-01,2019-10-16,16,0.125
23466,3,1,100686190,8.27027027027027,1,2019-10-22,2019-10-27,6,0.5
23468,1,0,4455582,7.0,1,2019-10-27,2019-10-27,1,1.0
23469,1,0,1088577,4.0,1,2019-10-25,2019-10-25,1,1.0
23471,1,0,2187762,3.0,1,2019-10-30,2019-10-30,1,1.0
23476,3,0,126691849,9.475,1,2019-09-30,2019-10-27,28,0.10714285714285714
23479,4,0,43242703,17.916666666666668,1,2019-09-25,2019-10-28,34,0.11764705882352941
23481,13,0,133803201,10.085106382978724,1,2019-10-05,2019-10-27,23,0.5652173913043478
23483,1,0,4665668,9.0,1,2019-10-24,2019-10-24,1,1.0
23485,2,0,9743427,8.5,1,2019-10-04,2019-10-18,15,0.13333333333333333
23486,9,1,454798107,9.118421052631579,1,2019-09-24,2019-10-30,37,0.24324324324324326
23487,1,0,3815165,4.0,1,2019-10-28,2019-10-28,1,1.0
23488,1,0,7970865,3.0,1,2019-10-28,2019-10-28,1,1.0
23489,1,0,485706,9.0,1,2019-10-28,2019-10-28,1,1.0
23491,9,0,36395727,9.1,1,2019-10-21,2019-10-27,7,1.2857142857142858
23492,2,0,581864,9.5,1,2019-10-23,2019-10-25,3,0.6666666666666666
23494,2,0,7118275,13.666666666666666,1,2019-10-05,2019-10-13,9,0.2222222222222222
23497,1,0,425161,6.0,1,2019-10-25,2019-10-25,1,1.0
23502,1,0,6901805,9.0,1,2019-10-27,2019-10-27,1,1.0
23506,1,0,5396625,6.0,1,2019-10-10,2019-10-10,1,1.0
23507,1,0,5352042,21.0,1,2019-10-04,2019-10-04,1,1.0
23508,2,0,34790451,9.555555555555555,3,2019-09-29,2019-10-21,23,0.08695652173913043
23509,6,0,82787193,9.23076923076923,1,2019-10-01,2019-10-28,28,0.21428571428571427
23510,10,0,61040101,16.59090909090909,1,2019-10-03,2019-10-28,26,0.38461538461538464
23512,1,0,8325628,16.0,1,2019-10-25,2019-10-25,1,1.0
23515,5,9,456518992,13.56,1,2019-10-14,2019-10-29,16,0.3125
23517,1,0,18918999,9.0,1,2019-10-18,2019-10-18,1,1.0
23519,5,0,27025517,16.333333333333332,1,2019-10-01,2019-10-26,26,0.19230769230769232
23521,1,0,2473691,9.0,1,2019-10-27,2019-10-27,1,1.0
23522,7,0,36010663,9.461538461538462,2,2019-09-26,2019-10-20,25,0.28
23527,1,0,473257,9.0,1,2019-10-25,2019-10-25,1,1.0
23532,1,0,1447475,41.0,1,2019-10-29,2019-10-29,1,1.0
23533,1,0,3095653,10.0,1,2019-10-26,2019-10-26,1,1.0
23536,9,0,313555377,8.284313725490197,1,2019-10-13,2019-10-26,14,0.6428571428571429
23537,1,0,107129532,10.0,2,2019-10-10,2019-10-10,1,1.0
23539,12,0,80026808,9.76923076923077,1,2019-10-19,2019-10-29,11,1.0909090909090908
23540,1,0,10660580,9.0,1,2019-10-28,2019-10-28,1,1.0
23541,1,0,141808266,10.0,1,2019-10-26,2019-10-26,1,1.0
23542,1,0,2679561,9.0,1,2019-09-28,2019-09-28,1,1.0
23543,3,0,10541252,10.0,1,2019-10-16,2019-10-27,12,0.25
23547,1,0,579425,8.0,1,2019-10-29,2019-10-29,1,1.0
23548,1,0,8477278,7.0,1,2019-10-28,2019-10-28,1,1.0
23549,3,4,445855825,10.0,1,2019-10-23,2019-10-28,6,0.5
23551,20,0,73120970,9.225806451612904,1,2019-09-28,2019-10-29,32,0.625
23552,4,0,20283019,14.0,1,2019-09-26,2019-10-30,35,0.11428571428571428
23554,40,5,387873305,9.73134328358209,1,2019-09-28,2019-10-30,33,1.2121212121212122
23558,1,0,8174531,10.0,1,2019-10-16,2019-10-16,1,1.0
23563,4,0,8383802,8.2,1,2019-10-07,2019-10-29,23,0.17391304347826086
23564,11,0,52256296,10.875,2,2019-09-26,2019-10-26,31,0.3548387096774194
23565,16,2,73618287,8.806451612903226,1,2019-09-28,2019-10-29,32,0.5
23566,1,1,128905377,7.0,1,2019-10-26,2019-10-26,1,1.0
23567,1,0,3141900,7.0,1,2019-10-21,2019-10-21,1,1.0
23568,7,3,327181289,21.381818181818183,2,2019-10-11,2019-10-29,19,0.3684210526315789
23570,4,0,222108720,9.824324324324325,1,2019-09-25,2019-10-23,29,0.13793103448275862
23572,4,0,242724635,8.12987012987013,1,2019-10-26,2019-10-29,4,1.0
23574,2,0,6053007,8.5,1,2019-10-23,2019-10-26,4,0.5
23576,6,0,144562156,10.327586206896552,1,2019-09-30,2019-10-28,29,0.20689655172413793
23579,5,0,19099142,9.5,1,2019-10-18,2019-10-27,10,0.5
23580,9,1,216747572,7.902777777777778,1,2019-10-11,2019-10-30,20,0.45
23585,1,0,3707944,10.0,1,2019-10-23,2019-10-23,1,1.0
23591,6,0,27783543,14.375,1,2019-10-04,2019-10-28,25,0.24
23592,1,0,30839269,21.0,1,2019-10-25,2019-10-25,1,1.0
23593,1,0,4060916,9.0,1,2019-10-27,2019-10-27,1,1.0
23594,7,0,39909081,8.642857142857142,1,2019-10-08,2019-10-28,21,0.3333333333333333
23595,13,1,75605720,9.10344827586207,1,2019-09-29,2019-10-29,31,0.41935483870967744
23599,1,0,4166669,9.0,1,2019-10-30,2019-10-30,1,1.0
23605,2,0,27635869,14.5,1,2019-09-26,2019-09-29,4,0.5
23609,3,0,11556572,9.5,1,2019-09-26,2019-10-28,33,0.09090909090909091
23610,15,1,108706305,16.902439024390244,1,2019-10-05,2019-10-30,26,0.5769230769230769
23613,6,0,55288484,9.555555555555555,1,2019-09-30,2019-10-28,29,0.20689655172413793
23622,1,0,11420148,11.0,1,2019-10-17,2019-10-17,1,1.0
23623,4,0,15314285,8.666666666666666,1,2019-09-23,2019-10-30,38,0.10526315789473684
23624,3,0,15719501,5.666666666666667,1,2019-10-16,2019-10-27,12,0.25
23625,5,1,26171995,10.285714285714286,1,2019-10-21,2019-10-23,3,1.6666666666666667
23626,13,0,104565515,10.897435897435898,1,2019-09-27,2019-10-30,34,0.38235294117647056
23627,1,0,8501677,11.0,1,2019-10-04,2019-10-04,1,1.0
23628,3,0,30185458,11.0,1,2019-10-19,2019-10-23,5,0.6
23630,3,0,66424558,8.952380952380953,1,2019-10-09,2019-10-20,12,0.25
23634,1,0,2045111,15.0,1,2019-10-27,2019-10-27,1,1.0
23635,13,0,96926941,9.65625,1,2019-09-25,2019-10-30,36,0.3611111111111111
23640,9,0,203637558,10.707692307692307,1,2019-09-28,2019-10-29,32,0.28125
23641,1,0,2973398,10.0,1,2019-10-11,2019-10-11,1,1.0
23643,12,1,1001346360,3.564327485380117,1,2019-09-28,2019-10-30,33,0.36363636363636365
23644,2,0,21607966,10.333333333333334,1,2019-10-27,2019-10-28,2,1.0
23645,2,0,11164918,6.8,1,2019-09-23,2019-10-12,20,0.1
23648,10,0,134011026,8.833333333333334,1,2019-10-21,2019-10-28,8,1.25
23649,2,0,16597964,9.857142857142858,1,2019-10-14,2019-10-21,8,0.25
23656,2,0,6983676,7.0,2,2019-10-22,2019-10-24,3,0.6666666666666666
23659,11,2,82978138,10.705882352941176,1,2019-10-05,2019-10-26,22,0.5
23660,2,2,279465479,5.010309278350515,1,2019-10-15,2019-10-19,5,0.4
23661,1,0,3972282,9.0,1,2019-10-22,2019-10-22,1,1.0
23663,1,0,32894562,10.0,1,2019-10-23,2019-10-23,1,1.0
23664,2,0,5487216,10.333333333333334,1,2019-09-26,2019-10-13,18,0.1111111111111111
23666,5,0,86812613,19.5,1,2019-10-25,2019-10-29,5,1.0
23669,3,0,48714751,9.928571428571429,1,2019-09-24,2019-10-27,34,0.08823529411764706
23670,1,0,5123716,10.0,1,2019-10-28,2019-10-28,1,1.0
23671,6,0,32316614,8.333333333333334,1,2019-09-27,2019-10-24,28,0.21428571428571427
23675,5,0,51655494,7.588235294117647,3,2019-10-10,2019-10-23,14,0.35714285714285715
23676,4,0,14732590,9.285714285714286,1,2019-10-04,2019-10-26,23,0.17391304347826086
23678,11,1,136243620,7.309523809523809,1,2019-10-18,2019-10-29,12,0.9166666666666666
23679,3,0,36752304,10.0,1,2019-10-02,2019-10-20,19,0.15789473684210525
23681,1,1,9164757,21.0,1,2019-10-17,2019-10-17,1,1.0
23685,3,0,14744072,15.75,1,2019-10-25,2019-10-25,1,3.0
23687,1,0,4284296,8.0,1,2019-10-25,2019-10-25,1,1.0
23688,4,0,13937206,26.6,1,2019-09-28,2019-10-29,32,0.125
23693,6,1,124751485,7.6976744186046515,1,2019-10-20,2019-10-30,11,0.5454545454545454
23695,1,0,3200780,10.0,1,2019-10-26,2019-10-26,1,1.0
23698,5,0,48207146,8.23076923076923,1,2019-10-07,2019-10-29,23,0.21739130434782608
23699,1,0,43777094,10.0,1,2019-10-10,2019-10-10,1,1.0
23700,7,0,45306397,12.923076923076923,1,2019-10-01,2019-10-29,29,0.2413793103448276
23702,19,1,146697110,15.075471698113208,1,2019-10-06,2019-10-29,24,0.7916666666666666
23703,3,0,10599194,9.666666666666666,1,2019-10-02,2019-10-23,22,0.13636363636363635
23707,31,1,628195587,8.688073394495413,1,2019-09-24,2019-10-29,36,0.8611111111111112
23711,1,0,39870775,10.0,1,2019-10-27,2019-10-27,1,1.0
23712,14,1,587888551,15.995391705069125,1,2019-10-04,2019-10-25,22,0.6363636363636364
23713,1,0,3803924,6.0,1,2019-10-27,2019-10-27,1,1.0
23719,2,0,6486389,17.5,1,2019-10-06,2019-10-28,23,0.08695652173913043
23724,10,0,45008420,10.0,3,2019-10-25,2019-10-30,6,1.6666666666666667
23725,2,0,5036108,5.666666666666667,1,2019-10-21,2019-10-28,8,0.25
23731,4,1,17393165,7.666666666666667,1,2019-09-30,2019-10-29,30,0.13333333333333333
23732,5,0,32131509,8.538461538461538,1,2019-10-02,2019-10-29,28,0.17857142857142858
23734,11,2,616804894,9.044334975369457,1,2019-10-18,2019-10-29,12,0.9166666666666666
23735,1,0,5427092,10.0,1,2019-10-13,2019-10-13,1,1.0
23736,12,0,387810634,5.8,1,2019-10-13,2019-10-30,18,0.6666666666666666
23737,1,0,5877621,9.0,1,2019-10-17,2019-10-17,1,1.0
23738,1,0,365747,9.0,1,2019-10-12,2019-10-12,1,1.0
23741,1,0,4404370,7.0,1,2019-10-16,2019-10-16,1,1.0
23742,1,0,13027546,9.0,1,2019-10-27,2019-10-27,1,1.0
23746,9,1,63300656,7.25,1,2019-09-23,2019-10-24,32,0.28125
23751,5,0,294705084,15.68421052631579,1,2019-09-27,2019-10-26,30,0.16666666666666666
23753,1,0,2801489,11.0,1,2019-10-28,2019-10-28,1,1.0
23754,5,0,48123089,9.785714285714286,1,2019-10-21,2019-10-24,4,1.25
23755,9,0,79292049,9.391304347826088,1,2019-10-12,2019-10-30,19,0.47368421052631576
23758,1,0,2379474,13.0,1,2019-10-24,2019-10-24,1,1.0
23759,3,0,14544781,9.5,1,2019-10-24,2019-10-28,5,0.6
23766,3,0,59785629,9.0,1,2019-09-27,2019-10-23,27,0.1111111111111111
23767,1,0,10953766,9.0,1,2019-10-02,2019-10-02,1,1.0
23768,1,0,506387,11.0,1,2019-10-27,2019-10-27,1,1.0
23773,3,0,13909410,8.0,1,2019-10-19,2019-10-28,10,0.3
23774,1,0,9190245,9.0,1,2019-10-27,2019-10-27,1,1.0
23777,15,1,138879701,8.695652173913043,1,2019-09-22,2019-10-26,35,0.42857142857142855
23780,38,2,455470419,10.47682119205298,1,2019-09-26,2019-10-30,35,1.0857142857142856
23782,1,0,4586032,8.0,1,2019-10-10,2019-10-10,1,1.0
23783,3,0,48129158,10.0,1,2019-10-21,2019-10-27,7,0.42857142857142855
23784,2,0,157920440,10.0,7,2019-09-30,2019-10-28,29,0.06896551724137931
23785,1,0,5417414,9.0,1,2019-10-28,2019-10-28,1,1.0
23786,8,0,63718239,9.3,1,2019-10-04,2019-10-27,24,0.3333333333333333
23790,11,0,72127323,10.318181818181818,1,2019-09-23,2019-10-24,32,0.34375
23791,29,0,191424052,8.610169491525424,1,2019-09-23,2019-10-27,35,0.8285714285714286
23794,2,0,70176621,6.88,1,2019-09-30,2019-10-13,14,0.14285714285714285
23798,7,0,25250149,10.875,1,2019-10-25,2019-10-28,4,1.75
23799,3,0,4620607,9.666666666666666,1,2019-10-03,2019-10-24,22,0.13636363636363635
23800,2,0,17592107,6.25,1,2019-10-25,2019-10-26,2,1.0
23801,8,0,43675979,10.333333333333334,1,2019-10-01,2019-10-29,29,0.27586206896551724
23802,10,1,362218192,9.526315789473685,1,2019-10-03,2019-10-30,28,0.35714285714285715
23806,7,0,62995265,7.947368421052632,1,2019-10-05,2019-10-28,24,0.2916666666666667
23807,6,0,280004076,7.681318681318682,1,2019-10-22,2019-10-29,8,0.75
23809,1,0,1151219,6.0,1,2019-10-21,2019-10-21,1,1.0
23811,1,0,5539676,9.0,1,2019-10-09,2019-10-09,1,1.0
23813,2,0,20656550,9.0,1,2019-10-11,2019-10-29,19,0.10526315789473684
23814,5,1,41798529,9.76923076923077,1,2019-10-17,2019-10-29,13,0.38461538461538464
23818,4,0,29493781,6.333333333333333,2,2019-10-18,2019-10-20,3,1.3333333333333333
23819,1,0,5478818,3.0,1,2019-10-17,2019-10-17,1,1.0
23820,12,0,51427802,8.1875,1,2019-10-21,2019-10-28,8,1.5
23821,1,0,3655941,7.0,1,2019-10-13,2019-10-13,1,1.0
23822,1,0,6255167,10.0,1,2019-10-20,2019-10-20,1,1.0
23824,6,0,28368870,9.636363636363637,1,2019-10-21,2019-10-30,10,0.6
23825,27,0,139694444,11.333333333333334,1,2019-09-28,2019-10-29,32,0.84375
23827,12,1,452834938,8.644927536231885,1,2019-10-01,2019-10-26,26,0.46153846153846156
23830,1,0,1683812,41.0,1,2019-10-30,2019-10-30,1,1.0
23833,2,1,19844408,10.428571428571429,1,2019-10-04,2019-10-14,11,0.18181818181818182
23836,11,0,39315917,11.0,1,2019-10-08,2019-10-29,22,0.5
23837,2,0,4328895,7.5,1,2019-10-25,2019-10-27,3,0.6666666666666666
23839,12,0,136727230,11.568627450980392,1,2019-10-05,2019-10-29,25,0.48
23840,1,0,19096394,10.0,1,2019-10-27,2019-10-27,1,1.0
23842,1,0,2205140,10.0,1,2019-10-03,2019-10-03,1,1.0
23844,7,0,34236979,9.416666666666666,1,2019-10-03,2019-10-28,26,0.2692307692307692
23846,1,0,434686,6.0,1,2019-10-22,2019-10-22,1,1.0
23847,2,0,33821969,9.923076923076923,1,2019-10-22,2019-10-27,6,0.3333333333333333
23848,1,0,5041262,9.0,1,2019-10-20,2019-10-20,1,1.0
23851,15,3,723761698,17.22707423580786,1,2019-09-24,2019-10-28,35,0.42857142857142855
23852,3,0,13222972,9.666666666666666,1,2019-10-04,2019-10-27,24,0.125
23853,1,0,102908255,3.0,1,2019-10-27,2019-10-27,1,1.0
23855,1,0,3993247,9.0,1,2019-10-27,2019-10-27,1,1.0
23856,1,0,2675551,9.0,1,2019-10-27,2019-10-27,1,1.0
23860,1,0,1813288,10.0,1,2019-10-28,2019-10-28,1,1.0
23863,5,0,20910791,10.0,1,2019-10-08,2019-10-27,20,0.25
23864,7,0,86001836,12.114285714285714,1,2019-09-30,2019-10-29,30,0.23333333333333334
23867,1,0,22716028,10.0,1,2019-10-28,2019-10-28,1,1.0
23870,2,0,11407405,9.8,1,2019-10-08,2019-10-26,19,0.10526315789473684
23872,2,0,6511707,10.0,1,2019-10-23,2019-10-28,6,0.3333333333333333
23873,1,0,354494,10.0,1,2019-10-27,2019-10-27,1,1.0
23874,3,0,239121716,5.714285714285714,1,2019-10-17,2019-10-28,12,0.25
23878,5,0,16864552,11.571428571428571,1,2019-10-21,2019-10-27,7,0.7142857142857143
23882,1,0,3494042,9.0,1,2019-10-22,2019-10-22,1,1.0
23884,28,2,455637258,15.729032258064516,1,2019-09-24,2019-10-27,34,0.8235294117647058
23886,3,0,12149876,15.0,1,2019-10-21,2019-10-27,7,0.42857142857142855
23887,1,0,17480944,10.0,1,2019-10-28,2019-10-28,1,1.0
23889,1,0,196719,9.0,1,2019-10-10,2019-10-10,1,1.0
23891,1,0,12238540,20.0,1,2019-10-25,2019-10-25,1,1.0
23893,4,0,33798411,10.307692307692308,1,2019-09-24,2019-10-17,24,0.16666666666666666
23896,2,0,30541808,8.7,1,2019-10-25,2019-10-26,2,1.0
23897,2,0,10277944,9.25,1,2019-10-20,2019-10-24,5,0.4
23898,1,0,184177035,7.0,2,2019-10-21,2019-10-21,1,1.0
23900,7,0,25744654,9.0,1,2019-10-03,2019-10-21,19,0.3684210526315789
23902,8,1,155574945,9.50909090909091,1,2019-10-07,2019-10-30,24,0.3333333333333333
23903,9,0,85637043,8.1875,1,2019-10-27,2019-10-29,3,3.0
23904,1,0,2731503,10.0,1,2019-10-22,2019-10-22,1,1.0
23905,1,1,422879833,10.0,1,2019-10-15,2019-10-15,1,1.0
23906,5,3,769762841,10.178988326848248,1,2019-10-09,2019-10-29,21,0.23809523809523808
23907,19,1,443730054,18.273291925465838,1,2019-10-03,2019-10-29,27,0.7037037037037037
23909,2,0,8049717,6.0,1,2019-10-22,2019-10-23,2,1.0
23910,1,0,2450104,10.0,1,2019-10-27,2019-10-27,1,1.0
23918,10,0,116026708,10.976744186046512,1,2019-10-16,2019-10-29,14,0.7142857142857143
23920,1,0,108865144,7.0,1,2019-10-14,2019-10-14,1,1.0
23921,2,0,4754497,9.5,1,2019-10-02,2019-10-04,3,0.6666666666666666
23922,3,0,20098042,9.25,1,2019-10-28,2019-10-28,1,3.0
23923,17,0,114228482,14.242424242424242,1,2019-09-22,2019-10-23,32,0.53125
23925,5,0,540112040,19.379310344827587,2,2019-10-22,2019-10-26,5,1.0
23927,1,0,24645105,10.0,2,2019-10-25,2019-10-25,1,1.0
23929,18,0,201922814,9.492753623188406,4,2019-10-02,2019-10-29,28,0.6428571428571429
23930,5,3,156431025,9.696428571428571,1,2019-10-21,2019-10-26,6,0.8333333333333334
23932,4,1,490943965,8.794285714285714,1,2019-10-08,2019-10-28,21,0.19047619047619047
23935,13,1,119043423,13.414634146341463,1,2019-10-06,2019-10-29,24,0.5416666666666666
23936,15,1,180460447,9.594202898550725,1,2019-10-08,2019-10-28,21,0.7142857142857143
23939,5,0,13494553,6.571428571428571,1,2019-10-06,2019-10-28,23,0.21739130434782608
23942,2,0,64554056,10.0,1,2019-10-06,2019-10-08,3,0.6666666666666666
23945,8,0,82804924,8.137931034482758,1,2019-09-28,2019-10-24,27,0.2962962962962963
23949,1,0,3288360,6.0,1,2019-10-13,2019-10-13,1,1.0
23950,1,0,2200428,10.0,1,2019-10-25,2019-10-25,1,1.0
23953,3,0,101599539,8.885714285714286,1,2019-10-16,2019-10-27,12,0.25
23955,1,0,1867546,6.0,1,2019-10-06,2019-10-06,1,1.0
23956,2,0,24975255,9.6,1,2019-10-13,2019-10-26,14,0.14285714285714285
23957,2,0,11536028,10.0,1,2019-10-15,2019-10-21,7,0.2857142857142857
23958,11,0,57183311,9.333333333333334,1,2019-09-21,2019-10-28,38,0.2894736842105263
23960,4,0,95420962,5.3428571428571425,2,2019-09-28,2019-10-29,32,0.125
23961,1,0,7471568,9.0,1,2019-10-28,2019-10-28,1,1.0
23963,35,1,742245353,10.135458167330677,1,2019-09-26,2019-10-30,35,1.0
23964,1,0,20290322,10.0,1,2019-10-25,2019-10-25,1,1.0
23966,20,1,188787658,9.271186440677965,1,2019-09-22,2019-10-30,39,0.5128205128205128
23968,17,0,220122644,10.532467532467532,2,2019-09-28,2019-10-30,33,0.5151515151515151
23970,2,0,65031360,11.434782608695652,1,2019-10-21,2019-10-23,3,0.6666666666666666
23971,16,0,226372809,9.582089552238806,1,2019-09-27,2019-10-29,33,0.48484848484848486
23973,1,0,38468478,20.0,1,2019-10-08,2019-10-08,1,1.0
23974,6,0,56155167,10.894736842105264,1,2019-09-24,2019-10-24,31,0.1935483870967742
23978,1,0,2117626,10.0,1,2019-10-28,2019-10-28,1,1.0
23981,7,0,66078313,8.590909090909092,1,2019-10-22,2019-10-27,6,1.1666666666666667
23982,2,0,17440090,6.0,1,2019-10-22,2019-10-25,4,0.5
23984,1,0,1394303,9.0,1,2019-09-28,2019-09-28,1,1.0
23985,15,2,101981250,10.575757575757576,1,2019-09-23,2019-10-29,37,0.40540540540540543
23987,3,0,236229572,11.046875,2,2019-10-21,2019-10-26,6,0.5
23988,5,0,46142493,10.631578947368421,1,2019-10-03,2019-10-26,24,0.20833333333333334
23989,5,1,45864349,8.0,1,2019-10-11,2019-10-27,17,0.29411764705882354
23990,12,0,96842866,17.424242424242426,1,2019-10-05,2019-10-29,25,0.48
23992,1,0,25467552,10.0,1,2019-10-10,2019-10-10,1,1.0
23994,7,1,177746017,16.281690140845072,1,2019-10-02,2019-10-22,21,0.3333333333333333
23997,1,0,90972,4.0,1,2019-10-02,2019-10-02,1,1.0
24001,1,0,6312934,7.0,1,2019-10-27,2019-10-27,1,1.0
24004,7,0,34646550,7.2727272727272725,1,2019-10-09,2019-10-27,19,0.3684210526315789
24011,6,0,25424389,9.333333333333334,1,2019-09-28,2019-10-27,30,0.2
24013,1,0,3606182,9.0,1,2019-10-28,2019-10-28,1,1.0
24015,1,0,11557001,5.0,1,2019-10-27,2019-10-27,1,1.0
24020,1,0,32038666,9.0,1,2019-10-27,2019-10-27,1,1.0
24021,12,0,167964747,10.309090909090909,1,2019-10-12,2019-10-27,16,0.75
24024,6,1,55210914,9.88888888888889,1,2019-10-24,2019-10-29,6,1.0
24025,12,0,750443955,14.843621399176955,1,2019-09-24,2019-10-29,36,0.3333333333333333
24028,3,0,29184788,8.266666666666667,1,2019-10-11,2019-10-17,7,0.42857142857142855
24029,7,0,31838080,11.090909090909092,1,2019-09-24,2019-10-24,31,0.22580645161290322
24030,1,0,2117680,9.0,1,2019-10-25,2019-10-25,1,1.0
24032,3,0,12597790,13.0,1,2019-10-16,2019-10-24,9,0.3333333333333333
24034,1,0,2038109,9.0,1,2019-10-15,2019-10-15,1,1.0
24035,8,0,39629646,8.857142857142858,1,2019-09-29,2019-10-26,28,0.2857142857142857
24040,6,0,64225617,10.555555555555555,1,2019-10-10,2019-10-28,19,0.3157894736842105
24041,2,0,28949638,9.777777777777779,1,2019-10-21,2019-10-27,7,0.2857142857142857
24042,2,1,29801294,10.083333333333334,2,2019-10-13,2019-10-17,5,0.4
24043,15,0,54199248,10.1,1,2019-10-21,2019-10-30,10,1.5
24044,10,0,214699605,9.432835820895523,3,2019-09-29,2019-10-29,31,0.3225806451612903
24046,6,0,58235077,14.875,2,2019-10-07,2019-10-29,23,0.2608695652173913
24051,26,0,444511403,12.616438356164384,1,2019-09-25,2019-10-27,33,0.7878787878787878
