uid,总浏览量,总点赞数,观看作品数,观看城市数,完播作品数,常看背景音乐,完播率,平均点赞率
16624,6657753,0,2,1,2,25.0,1.0,0.0
16625,9926613,0,8,1,5,199.0,0.625,0.0
16626,230546253,0,75,2,37,22.0,0.49333333333333335,0.0
16627,16249004,0,8,2,0,220.0,0.0,0.0
16628,16610852,0,8,1,4,59.0,0.5,0.0
16629,107966110,0,36,1,21,22.0,0.5833333333333334,0.0
16630,136499268,0,48,2,21,322.0,0.4375,0.0
16631,11928585,0,5,1,3,238.0,0.6,0.0
16632,53674450,0,18,1,13,22.0,0.7222222222222222,0.0
16633,55603368,0,21,1,7,8.0,0.3333333333333333,0.0
16634,272830751,0,88,1,64,220.0,0.7272727272727273,0.0
16635,326696795,0,109,1,63,110.0,0.5779816513761468,0.0
16636,6713472,0,3,1,0,1062.0,0.0,0.0
16637,37751870,0,15,1,9,25.0,0.6,0.0
16638,54448583,0,18,1,7,8.0,0.3888888888888889,0.0
16639,36207457,0,16,1,8,8.0,0.5,0.0
16640,62161188,0,24,1,13,30.0,0.5416666666666666,0.0
16641,164399413,0,55,1,23,22.0,0.41818181818181815,0.0
16642,65014645,0,22,1,13,74.0,0.5909090909090909,0.0
16643,119660028,0,43,3,13,220.0,0.3023255813953488,0.0
16644,100431938,0,34,1,12,108.0,0.35294117647058826,0.0
16645,108987330,0,33,1,11,1221.0,0.3333333333333333,0.0
16646,57764703,0,18,1,3,277.0,0.16666666666666666,0.0
16647,156681369,0,54,1,33,22.0,0.6111111111111112,0.0
16648,26718525,0,10,1,8,129.0,0.8,0.0
16649,87272113,0,32,1,12,708.0,0.375,0.0
16650,103477701,0,34,3,10,25.0,0.29411764705882354,0.0
16651,107181377,0,40,1,17,68.0,0.425,0.0
16652,280955262,19,93,1,53,220.0,0.5698924731182796,6.762642516373301e-08
16653,323677835,0,117,1,42,222.0,0.358974358974359,0.0
16654,171855629,0,58,1,16,63.0,0.27586206896551724,0.0
16655,72550916,0,27,2,20,25.0,0.7407407407407407,0.0
16656,29033903,0,10,2,8,100.0,0.8,0.0
16657,26345041,0,12,1,7,35.0,0.5833333333333334,0.0
16658,47850237,0,18,1,12,305.0,0.6666666666666666,0.0
16659,19243725,0,6,1,1,468.0,0.16666666666666666,0.0
16660,460287614,0,162,1,22,22.0,0.13580246913580246,0.0
16661,266678268,1,83,1,47,25.0,0.5662650602409639,3.74983686334726e-09
16663,73455658,0,24,1,15,220.0,0.625,0.0
16664,130486352,0,50,1,27,220.0,0.54,0.0
16665,81162621,1,29,1,13,166.0,0.4482758620689655,1.2320942666452332e-08
16666,30325050,1,13,1,9,56.0,0.6923076923076923,3.29760379620149e-08
16668,87278333,3,30,3,17,220.0,0.5666666666666667,3.437279215678879e-08
16669,60842147,0,16,1,12,56.0,0.75,0.0
16670,40901056,0,13,1,8,22.0,0.6153846153846154,0.0
16671,418424905,0,132,2,78,22.0,0.5909090909090909,0.0
16672,333345708,0,104,1,36,22.0,0.34615384615384615,0.0
16673,40671521,0,12,1,9,2392.0,0.75,0.0
16674,85658229,0,35,1,30,82.0,0.8571428571428571,0.0
16675,244850771,0,90,1,16,22.0,0.17777777777777778,0.0
16676,142157720,0,44,1,11,33.0,0.25,0.0
16677,88882172,16,29,1,15,25.0,0.5172413793103449,1.8001360272789014e-07
16678,14858026,0,4,1,1,921.0,0.25,0.0
16680,112209714,0,37,1,19,220.0,0.5135135135135135,0.0
16681,22388947,0,9,1,3,222.0,0.3333333333333333,0.0
16682,22123141,0,10,1,6,835.0,0.6,0.0
16683,61303212,3,19,1,12,22.0,0.631578947368421,4.893707690226737e-08
16684,127804361,0,45,1,24,453.0,0.5333333333333333,0.0
16686,44183906,0,14,2,5,57.0,0.35714285714285715,0.0
16687,6490127,0,4,1,3,97.0,0.75,0.0
16688,218195862,4,82,1,40,238.0,0.4878048780487805,1.833215333845332e-08
16689,188394062,0,61,1,29,3635.0,0.47540983606557374,0.0
16690,19517210,0,6,1,4,162.0,0.6666666666666666,0.0
16691,58687166,0,17,1,5,90.0,0.29411764705882354,0.0
16693,65096060,0,20,1,17,22.0,0.85,0.0
16694,10300861,0,4,2,0,22.0,0.0,0.0
16695,313759282,0,118,2,75,220.0,0.635593220338983,0.0
16696,31191191,0,12,1,9,7.0,0.75,0.0
16697,89345273,0,30,1,20,220.0,0.6666666666666666,0.0
16698,171629306,1,60,1,29,7.0,0.48333333333333334,5.826510770835372e-09
16699,82867267,0,26,1,17,33.0,0.6538461538461539,0.0
16700,41605780,0,13,1,8,52.0,0.6153846153846154,0.0
16701,76687488,0,25,1,17,8.0,0.68,0.0
16702,159237541,0,52,1,34,166.0,0.6538461538461539,0.0
16703,286553077,0,102,1,54,59.0,0.5294117647058824,0.0
16704,4718527,0,2,1,1,762.0,0.5,0.0
16705,58386858,0,18,1,14,93.0,0.7777777777777778,0.0
16706,200263821,0,59,1,27,220.0,0.4576271186440678,0.0
16707,53028513,0,19,1,12,43.0,0.631578947368421,0.0
16709,341965955,1,115,1,70,667.0,0.6086956521739131,2.924267709632089e-09
16711,69058150,0,23,1,13,22.0,0.5652173913043478,0.0
16712,36808978,0,13,1,6,76.0,0.46153846153846156,0.0
16713,28082772,0,8,1,4,237.0,0.5,0.0
16714,74329185,0,26,1,15,468.0,0.5769230769230769,0.0
16715,318325861,0,101,1,65,22.0,0.6435643564356436,0.0
16716,35087085,0,10,1,4,115.0,0.4,0.0
16717,324294143,0,114,1,12,143.0,0.10526315789473684,0.0
16718,28068009,0,8,1,3,166.0,0.375,0.0
16719,96768333,0,32,1,22,82.0,0.6875,0.0
16720,67398880,0,20,1,16,220.0,0.8,0.0
16721,152672717,0,50,1,35,22.0,0.7,0.0
16722,67695830,0,19,1,9,22.0,0.47368421052631576,0.0
16723,46539624,0,15,1,10,33.0,0.6666666666666666,0.0
16724,60014974,0,18,1,8,345.0,0.4444444444444444,0.0
16725,282528927,0,88,1,27,238.0,0.3068181818181818,0.0
16726,159518416,0,52,2,19,22.0,0.36538461538461536,0.0
16727,60239761,0,22,1,7,3643.0,0.3181818181818182,0.0
16728,50708459,0,19,1,8,57.0,0.42105263157894735,0.0
16729,605269882,0,212,1,35,1144.0,0.1650943396226415,0.0
16730,13798477,0,4,1,4,464.0,1.0,0.0
16731,189844063,13,67,1,11,22.0,0.16417910447761194,6.847725335503381e-08
16732,124953486,0,43,1,20,468.0,0.46511627906976744,0.0
16733,15130020,0,4,1,4,166.0,1.0,0.0
16734,55125418,0,18,1,13,66.0,0.7222222222222222,0.0
16735,896556852,0,304,1,81,416.0,0.26644736842105265,0.0
16736,9266847,0,3,1,0,865.0,0.0,0.0
16737,32126333,0,12,1,6,48.0,0.5,0.0
16738,160228958,10,49,1,2,22.0,0.04081632653061224,6.241069108119645e-08
16739,633765,0,2,1,1,30.0,0.5,0.0
16740,23927197,0,10,1,6,110.0,0.6,0.0
16741,32275379,0,11,2,7,67.0,0.6363636363636364,0.0
16742,16119696,0,5,1,1,166.0,0.2,0.0
16743,8487001,0,2,1,1,726.0,0.5,0.0
16744,37381038,0,11,1,4,35.0,0.36363636363636365,0.0
16745,29633687,0,12,1,6,59.0,0.5,0.0
16746,2482282,0,1,1,1,288.0,1.0,0.0
16747,33911250,0,13,2,5,12.0,0.38461538461538464,0.0
16748,12412686,0,6,1,1,172.0,0.16666666666666666,0.0
16749,6043969,0,3,2,2,512.0,0.6666666666666666,0.0
16750,90855761,0,35,1,18,1.0,0.5142857142857142,0.0
16751,20885705,0,10,2,5,82.0,0.5,0.0
16752,54170254,0,19,1,9,8.0,0.47368421052631576,0.0
16753,111864865,1,33,2,6,258.0,0.18181818181818182,8.939357321890122e-09
16754,30506926,0,12,1,3,192.0,0.25,0.0
16755,61351138,0,22,1,8,22.0,0.36363636363636365,0.0
16756,76735844,0,24,1,14,93.0,0.5833333333333334,0.0
16757,314270099,0,106,1,56,22.0,0.5283018867924528,0.0
16758,51075003,0,16,1,7,25.0,0.4375,0.0
16759,73284931,0,27,1,9,33.0,0.3333333333333333,0.0
16760,2521441,0,1,1,0,199.0,0.0,0.0
16761,463533393,0,147,2,92,22.0,0.6258503401360545,0.0
16762,94970520,0,40,1,22,25.0,0.55,0.0
16763,324860499,0,102,2,31,68.0,0.30392156862745096,0.0
16764,144606914,1,52,1,15,25.0,0.28846153846153844,6.915298669605798e-09
16765,38935618,0,15,1,11,25.0,0.7333333333333333,0.0
16766,1050439354,0,354,1,25,68.0,0.07062146892655367,0.0
16767,77622320,0,27,4,14,11.0,0.5185185185185185,0.0
16768,48974458,0,16,1,6,35.0,0.375,0.0
16769,155434611,0,55,1,28,33.0,0.509090909090909,0.0
16770,146615900,2,50,3,32,234.0,0.64,1.3641085312029595e-08
16771,55770795,1,19,1,11,22.0,0.5789473684210527,1.7930531562263008e-08
16772,27993816,0,7,1,2,110.0,0.2857142857142857,0.0
16773,72179807,0,23,1,5,12.0,0.21739130434782608,0.0
16774,270274866,0,89,1,48,110.0,0.5393258426966292,0.0
16775,26726284,0,9,1,1,22.0,0.1111111111111111,0.0
16776,8278392,0,3,1,1,25.0,0.3333333333333333,0.0
16777,100525694,0,35,1,24,22.0,0.6857142857142857,0.0
16778,33909003,0,12,1,4,220.0,0.3333333333333333,0.0
16779,93717015,0,31,1,15,13068.0,0.4838709677419355,0.0
16780,227542134,0,65,1,49,75.0,0.7538461538461538,0.0
16781,39638747,0,14,1,10,22.0,0.7142857142857143,0.0
16782,39663490,0,12,1,9,43.0,0.75,0.0
16783,16389400,0,4,1,2,43.0,0.5,0.0
16784,54757714,0,18,1,11,22.0,0.6111111111111112,0.0
16785,124844047,0,35,2,20,8.0,0.5714285714285714,0.0
16786,90012474,2,32,1,24,22.0,0.75,2.2219142649051064e-08
16787,69010437,0,20,2,10,785.0,0.5,0.0
16788,25666330,0,11,1,7,68.0,0.6363636363636364,0.0
16789,64882632,0,20,1,5,43.0,0.25,0.0
16790,9973665,0,4,1,1,53.0,0.25,0.0
16791,2518952,0,2,1,2,307.0,1.0,0.0
16792,89724371,0,34,1,29,168.0,0.8529411764705882,0.0
16793,79745238,0,26,1,14,25.0,0.5384615384615384,0.0
16794,32880891,0,12,2,8,166.0,0.6666666666666666,0.0
16795,274554582,0,96,1,12,22.0,0.125,0.0
16796,94919737,0,35,2,18,82.0,0.5142857142857142,0.0
16797,165695965,0,54,1,13,68.0,0.24074074074074073,0.0
16798,869743570,0,286,2,19,25.0,0.06643356643356643,0.0
16799,176995066,0,66,2,31,33.0,0.4696969696969697,0.0
16800,17257492,0,5,1,2,8.0,0.4,0.0
16801,120469095,0,47,1,23,7.0,0.48936170212765956,0.0
16802,191355826,0,72,1,22,220.0,0.3055555555555556,0.0
16804,34727505,0,13,1,6,220.0,0.46153846153846156,0.0
16805,45196145,0,14,1,12,25.0,0.8571428571428571,0.0
16806,227133845,3,86,1,41,22.0,0.47674418604651164,1.3208071214573944e-08
16807,180762706,0,60,1,44,220.0,0.7333333333333333,0.0
16808,8227204,0,4,2,1,239.0,0.25,0.0
16809,97869393,0,33,1,14,1.0,0.42424242424242425,0.0
16810,214169159,0,75,1,25,1263.0,0.3333333333333333,0.0
16811,70559370,0,24,1,12,22.0,0.5,0.0
16812,65757500,0,26,1,11,29.0,0.4230769230769231,0.0
16813,2413913,0,1,1,0,1565.0,0.0,0.0
16814,68921986,0,20,1,4,25.0,0.2,0.0
16816,74270407,0,27,1,21,1327.0,0.7777777777777778,0.0
16817,83430871,0,26,1,4,25.0,0.15384615384615385,0.0
16818,7016416,0,2,1,2,3044.0,1.0,0.0
16819,193547229,0,66,2,37,25.0,0.5606060606060606,0.0
16821,862217,0,1,1,1,1627.0,1.0,0.0
16822,107836178,0,33,1,13,468.0,0.3939393939393939,0.0
16823,37964663,0,13,1,6,4.0,0.46153846153846156,0.0
16824,15015801,0,5,1,1,22.0,0.2,0.0
16825,46271078,0,18,1,9,39.0,0.5,0.0
16826,33156121,1,11,1,6,7.0,0.5454545454545454,3.0160343545615605e-08
16827,146482001,0,46,1,25,57.0,0.5434782608695652,0.0
16829,81563584,0,24,1,4,22.0,0.16666666666666666,0.0
16831,33270420,0,12,1,11,59.0,0.9166666666666666,0.0
16832,103489672,0,35,1,16,667.0,0.45714285714285713,0.0
16833,22632366,1,8,1,2,25.0,0.25,4.4184509918229495e-08
16834,39331282,0,15,1,5,86.0,0.3333333333333333,0.0
16835,65140552,0,19,4,14,232.0,0.7368421052631579,0.0
16836,1495416,0,1,1,0,1809.0,0.0,0.0
16837,23080372,3,7,1,4,22.0,0.5714285714285714,1.299805739699516e-07
16838,4297697,0,1,1,0,1098.0,0.0,0.0
16839,90328397,0,36,1,15,22.0,0.4166666666666667,0.0
16840,39676430,0,13,1,0,4.0,0.0,0.0
16841,814195,0,1,1,1,708.0,1.0,0.0
16842,85812290,0,35,1,9,53.0,0.2571428571428571,0.0
16843,89337136,0,31,2,17,25.0,0.5483870967741935,0.0
16845,33583450,0,9,1,5,25.0,0.5555555555555556,0.0
16846,262698202,2,86,1,33,143.0,0.38372093023255816,7.613299157639457e-09
16847,184423989,0,60,1,16,7.0,0.26666666666666666,0.0
16848,19357488,0,6,1,2,237.0,0.3333333333333333,0.0
16849,69005351,0,25,1,14,53.0,0.56,0.0
16850,114241417,0,38,1,7,22.0,0.18421052631578946,0.0
16851,87815989,0,30,1,13,25.0,0.43333333333333335,0.0
16852,107620237,0,36,1,20,25.0,0.5555555555555556,0.0
16853,87823952,0,31,1,19,22.0,0.6129032258064516,0.0
16854,74484992,0,24,1,9,30.0,0.375,0.0
16855,167834264,0,47,1,42,307.0,0.8936170212765957,0.0
16856,11020559,0,4,1,3,33.0,0.75,0.0
16857,113557778,0,38,1,25,33.0,0.6578947368421053,0.0
16858,110047048,1,36,1,18,22.0,0.5,9.087022488781344e-09
16859,129089187,0,44,1,26,31451.0,0.5909090909090909,0.0
16860,6387037,0,3,1,1,88.0,0.3333333333333333,0.0
16861,33447001,0,12,1,4,43.0,0.3333333333333333,0.0
16862,3896323,0,2,1,0,22.0,0.0,0.0
16863,5402454,0,2,1,0,273.0,0.0,0.0
16864,291430803,0,93,1,20,22.0,0.21505376344086022,0.0
16865,37379783,0,14,1,4,25.0,0.2857142857142857,0.0
16866,7690252,0,2,1,2,1085.0,1.0,0.0
16867,85804481,1,30,1,14,110.0,0.4666666666666667,1.1654402990911395e-08
16868,66894636,0,27,1,9,22.0,0.3333333333333333,0.0
16869,5560408,0,4,1,1,143.0,0.25,0.0
16870,307515349,0,113,1,23,305.0,0.20353982300884957,0.0
16871,67087812,0,22,2,2,68.0,0.09090909090909091,0.0
16872,45083820,0,13,1,6,239.0,0.46153846153846156,0.0
16873,183056945,0,68,2,17,680.0,0.25,0.0
16874,24576949,0,7,1,7,43.0,1.0,0.0
16875,32044118,0,10,2,3,25.0,0.3,0.0
16876,39457159,0,13,1,10,501.0,0.7692307692307693,0.0
16877,92386115,0,31,2,23,31451.0,0.7419354838709677,0.0
16878,246582653,1,90,1,54,220.0,0.6,4.0554353188827115e-09
16879,80007603,0,23,2,11,218.0,0.4782608695652174,0.0
16880,8606445,0,4,1,3,57.0,0.75,0.0
16881,18650445,0,8,2,6,7.0,0.75,0.0
16882,30123666,0,13,1,8,220.0,0.6153846153846154,0.0
16883,6135182,0,2,1,1,468.0,0.5,0.0
16884,22538975,0,7,1,7,33.0,1.0,0.0
16885,55265089,0,20,1,13,25.0,0.65,0.0
16886,22606690,0,8,1,2,2440.0,0.25,0.0
16887,34434771,0,15,2,13,57.0,0.8666666666666667,0.0
16888,353373021,0,113,1,84,220.0,0.7433628318584071,0.0
16889,101528899,0,28,1,16,708.0,0.5714285714285714,0.0
16891,10387957,0,3,2,1,110.0,0.3333333333333333,0.0
16892,212631500,2,70,1,27,22.0,0.38571428571428573,9.405944086365379e-09
16893,246576431,0,79,3,43,307.0,0.5443037974683544,0.0
16894,244392871,0,77,1,36,22.0,0.4675324675324675,0.0
16895,99109335,0,34,1,27,68.0,0.7941176470588235,0.0
16896,83622754,0,26,1,12,8.0,0.46153846153846156,0.0
16897,165148797,0,54,4,22,59.0,0.4074074074074074,0.0
16898,175602826,0,56,4,24,380.0,0.42857142857142855,0.0
16899,171544869,0,67,1,29,22.0,0.43283582089552236,0.0
16900,13500282,0,5,1,2,166.0,0.4,0.0
16901,54736875,0,21,1,10,59.0,0.47619047619047616,0.0
16902,251466374,0,85,1,46,948.0,0.5411764705882353,0.0
16903,61139722,0,22,2,9,416.0,0.4090909090909091,0.0
16904,86759652,0,30,1,14,43.0,0.4666666666666667,0.0
16905,58723954,0,23,1,11,199.0,0.4782608695652174,0.0
16906,46626747,0,16,1,4,22.0,0.25,0.0
16907,14666182,0,6,1,0,63.0,0.0,0.0
16908,11769215,0,4,1,3,104.0,0.75,0.0
16909,707217346,0,258,1,104,220.0,0.40310077519379844,0.0
16910,137472868,6,48,1,24,22.0,0.5,4.364497582170178e-08
16911,4206671,0,1,1,1,2720.0,1.0,0.0
16912,61495912,0,20,1,15,22.0,0.75,0.0
16913,138534549,0,47,1,30,25.0,0.6382978723404256,0.0
16914,27478096,0,10,1,5,22.0,0.5,0.0
16915,778916,0,1,1,0,1416.0,0.0,0.0
16916,152162253,0,55,1,19,220.0,0.34545454545454546,0.0
16917,22519074,0,8,1,4,22.0,0.5,0.0
16918,14727749,0,9,1,5,30.0,0.5555555555555556,0.0
16919,55583947,0,16,1,10,30.0,0.625,0.0
16920,402115183,0,132,1,40,25.0,0.30303030303030304,0.0
16921,75308409,0,20,1,11,20.0,0.55,0.0
16922,102663817,0,31,1,13,25.0,0.41935483870967744,0.0
16923,19157023,0,7,1,1,43.0,0.14285714285714285,0.0
16924,11132104,0,4,2,1,731.0,0.25,0.0
16925,32047006,0,16,1,7,110.0,0.4375,0.0
16926,57261612,0,16,1,7,239.0,0.4375,0.0
16927,62419572,0,19,1,13,43.0,0.6842105263157895,0.0
16928,63532479,0,24,1,15,22.0,0.625,0.0
16929,95078268,0,32,1,22,708.0,0.6875,0.0
16930,13999873,0,5,1,1,22.0,0.2,0.0
16931,100368974,0,31,1,19,59.0,0.6129032258064516,0.0
16932,129865653,3,49,1,33,1283.0,0.673469387755102,2.310079632834095e-08
16933,59994141,0,20,1,10,68.0,0.5,0.0
16934,26538085,0,8,1,7,68.0,0.875,0.0
16935,41648433,0,13,1,6,59.0,0.46153846153846156,0.0
16936,98542565,0,34,1,13,22.0,0.38235294117647056,0.0
16937,74240750,0,24,1,13,74.0,0.5416666666666666,0.0
16938,20095462,0,7,1,3,58.0,0.42857142857142855,0.0
16939,33254886,2,12,1,8,43.0,0.6666666666666666,6.014153829906378e-08
16940,92526245,0,29,1,11,12698.0,0.3793103448275862,0.0
16941,8715461,0,4,1,4,74.0,1.0,0.0
16942,80237399,0,25,2,17,1462.0,0.68,0.0
16943,25591226,0,7,1,2,277.0,0.2857142857142857,0.0
16944,176736646,0,61,1,33,220.0,0.5409836065573771,0.0
16945,23983693,0,8,1,6,22.0,0.75,0.0
16946,132418931,9,42,2,24,22.0,0.5714285714285714,6.796611279092715e-08
16947,47578393,0,17,1,1,22.0,0.058823529411764705,0.0
16948,312585829,0,101,1,34,452.0,0.33663366336633666,0.0
16949,14412783,0,5,1,4,68.0,0.8,0.0
16950,68867287,0,27,1,6,25.0,0.2222222222222222,0.0
16951,66005415,0,22,1,12,220.0,0.5454545454545454,0.0
16952,102358167,0,27,1,3,68.0,0.1111111111111111,0.0
16953,11606914,0,4,1,2,33.0,0.5,0.0
16954,6423208,0,3,1,1,375.0,0.3333333333333333,0.0
16955,38710229,0,11,2,9,7.0,0.8181818181818182,0.0
16956,7101340,0,4,1,2,166.0,0.5,0.0
16957,175227032,2,62,1,43,220.0,0.6935483870967742,1.1413764058960949e-08
16958,22081200,0,8,2,4,76.0,0.5,0.0
16959,83628468,0,28,1,21,347.0,0.75,0.0
16960,311415299,0,101,3,14,68.0,0.13861386138613863,0.0
16961,60221854,0,22,1,11,7.0,0.5,0.0
16962,47549413,0,16,3,7,512.0,0.4375,0.0
16963,321431346,0,94,4,46,220.0,0.48936170212765956,0.0
16964,4763128,0,1,1,1,133.0,1.0,0.0
16965,14886446,0,6,1,3,286.0,0.5,0.0
16967,72226856,3,26,1,9,8.0,0.34615384615384615,4.153579660175157e-08
16968,36984028,0,11,1,10,43.0,0.9090909090909091,0.0
16969,93141286,0,30,1,10,220.0,0.3333333333333333,0.0
16970,73010419,0,25,1,17,53.0,0.68,0.0
16971,19635847,0,7,1,5,25.0,0.7142857142857143,0.0
16972,108938972,0,34,1,12,22.0,0.35294117647058826,0.0
16974,5813050,0,3,1,0,320.0,0.0,0.0
16975,119662602,0,38,1,6,59.0,0.15789473684210525,0.0
16976,85416525,0,23,1,10,220.0,0.43478260869565216,0.0
16977,101323941,0,34,1,22,239.0,0.6470588235294118,0.0
16978,98003658,0,28,1,8,22.0,0.2857142857142857,0.0
16979,39512493,1,18,1,8,82.0,0.4444444444444444,2.5308451177707263e-08
16980,152191239,0,52,2,19,8.0,0.36538461538461536,0.0
16981,37372463,0,13,1,9,22.0,0.6923076923076923,0.0
16983,133031149,0,52,2,21,537.0,0.40384615384615385,0.0
16984,1110322,0,1,1,1,208.0,1.0,0.0
16985,75119280,0,25,1,13,25.0,0.52,0.0
16986,75911793,0,27,1,10,7.0,0.37037037037037035,0.0
16987,369695528,0,125,1,30,22.0,0.24,0.0
16988,33661225,0,11,1,11,22.0,1.0,0.0
16989,81139439,0,31,1,16,43.0,0.5161290322580645,0.0
16990,16293919,0,5,1,1,22.0,0.2,0.0
16991,74383697,0,28,3,5,468.0,0.17857142857142858,0.0
16992,10151364,0,3,1,3,220.0,1.0,0.0
16993,7188243,0,3,1,2,186.0,0.6666666666666666,0.0
16994,59118728,0,16,1,2,22.0,0.125,0.0
16995,11857917,0,5,1,2,25.0,0.4,0.0
16996,150093481,0,47,1,7,22.0,0.14893617021276595,0.0
16997,11191371,0,4,1,3,288.0,0.75,0.0
16998,11060348,0,4,1,2,649.0,0.5,0.0
16999,17890819,0,5,1,2,408.0,0.4,0.0
17000,67277162,0,25,1,13,25.0,0.52,0.0
17001,27925010,0,11,1,8,68.0,0.7272727272727273,0.0
17002,124118488,0,35,1,12,22.0,0.34285714285714286,0.0
17003,230499411,0,85,1,18,1872.0,0.21176470588235294,0.0
17004,163576275,0,57,1,31,307.0,0.543859649122807,0.0
17005,24830542,0,9,1,6,35.0,0.6666666666666666,0.0
17006,63501702,0,29,1,24,25.0,0.8275862068965517,0.0
17007,74862625,0,26,1,17,622.0,0.6538461538461539,0.0
17008,95206014,0,36,1,22,220.0,0.6111111111111112,0.0
17009,138021790,1,44,1,18,325.0,0.4090909090909091,7.245232799835446e-09
17010,51429213,0,18,1,10,59.0,0.5555555555555556,0.0
17011,54214483,0,16,1,14,25.0,0.875,0.0
17012,8766563,0,2,1,1,33.0,0.5,0.0
17013,116819079,0,41,1,23,468.0,0.5609756097560976,0.0
17014,4895103,0,1,1,1,18801.0,1.0,0.0
17015,366921210,0,127,2,47,22.0,0.3700787401574803,0.0
17016,31023862,0,10,1,9,43.0,0.9,0.0
17017,31859799,0,8,2,1,5016.0,0.125,0.0
17018,52252551,0,22,1,6,22.0,0.2727272727272727,0.0
17019,93418885,0,33,1,4,220.0,0.12121212121212122,0.0
17020,302509028,0,101,1,61,22.0,0.6039603960396039,0.0
17021,112447165,0,44,1,19,22.0,0.4318181818181818,0.0
17022,57141648,0,20,1,5,22.0,0.25,0.0
17023,16448762,0,5,1,3,22.0,0.6,0.0
17024,126766808,0,40,2,15,468.0,0.375,0.0
17025,46878791,0,14,3,6,220.0,0.42857142857142855,0.0
17026,57720995,0,23,1,5,7.0,0.21739130434782608,0.0
17027,81520925,0,27,1,8,39.0,0.2962962962962963,0.0
17028,208421047,0,62,1,28,22.0,0.45161290322580644,0.0
17029,48162019,0,12,1,8,35.0,0.6666666666666666,0.0
17030,163457694,0,59,1,31,25.0,0.5254237288135594,0.0
17031,11591508,0,5,1,2,220.0,0.4,0.0
17032,207415518,8,75,1,28,8.0,0.37333333333333335,3.856992030846988e-08
17033,6868293,0,2,1,0,68.0,0.0,0.0
17034,59876417,0,24,1,4,63.0,0.16666666666666666,0.0
17035,69515963,5,23,1,11,7.0,0.4782608695652174,7.192592584813937e-08
17037,57637996,0,24,3,8,35.0,0.3333333333333333,0.0
17038,66014521,0,20,1,11,22.0,0.55,0.0
17039,19079036,0,5,1,2,25.0,0.4,0.0
17040,80165658,0,33,1,16,2671.0,0.48484848484848486,0.0
17041,209802981,0,65,1,30,22.0,0.46153846153846156,0.0
17042,32032852,0,9,1,9,220.0,1.0,0.0
17043,16426484,0,5,1,1,53.0,0.2,0.0
17044,279820303,0,99,2,27,220.0,0.2727272727272727,0.0
17045,3849986,0,1,1,0,935.0,0.0,0.0
17046,84333314,1,30,1,11,7.0,0.36666666666666664,1.1857710228249776e-08
17047,75731766,0,29,1,18,1178.0,0.6206896551724138,0.0
17048,22207950,0,6,1,3,167.0,0.5,0.0
17049,1244830,0,1,1,1,181.0,1.0,0.0
17050,85686428,0,36,1,20,166.0,0.5555555555555556,0.0
17051,18007208,0,6,1,1,25.0,0.16666666666666666,0.0
17052,29747095,0,8,1,5,25.0,0.625,0.0
17053,9014081,0,4,1,1,220.0,0.25,0.0
17054,15079904,0,8,1,7,320.0,0.875,0.0
17055,213641240,0,68,1,46,220.0,0.6764705882352942,0.0
17057,19022118,0,6,1,3,110.0,0.5,0.0
17058,71091105,0,26,1,17,22.0,0.6538461538461539,0.0
17059,12138979,0,3,1,1,38.0,0.3333333333333333,0.0
17061,14863320,0,5,1,3,33.0,0.6,0.0
17062,47467365,0,10,1,7,58.0,0.7,0.0
17063,36505976,0,16,1,5,33.0,0.3125,0.0
17064,7410025,0,4,1,4,25.0,1.0,0.0
17065,51632669,0,22,1,12,22.0,0.5454545454545454,0.0
17066,389943495,0,129,1,40,22.0,0.31007751937984496,0.0
17067,114414848,0,39,1,24,35.0,0.6153846153846154,0.0
17068,16068611,0,5,1,2,762.0,0.4,0.0
17069,175453383,0,57,2,20,22.0,0.3508771929824561,0.0
17070,55314235,0,17,1,9,166.0,0.5294117647058824,0.0
17071,216600015,3,80,1,46,25.0,0.575,1.385041455329539e-08
17072,49889975,0,14,2,9,33.0,0.6428571428571429,0.0
17073,208403411,0,65,1,41,22.0,0.6307692307692307,0.0
17074,58137235,0,18,1,11,22.0,0.6111111111111112,0.0
17075,208289695,0,61,1,32,708.0,0.5245901639344263,0.0
17076,35246109,1,12,3,4,7.0,0.3333333333333333,2.837192610395661e-08
17077,33734146,0,13,2,11,59.0,0.8461538461538461,0.0
17078,70108097,0,22,1,12,208.0,0.5454545454545454,0.0
17079,11535519,0,3,1,2,22.0,0.6666666666666666,0.0
17081,24451525,5,5,2,5,580.0,1.0,2.0448622325192397e-07
17083,11975328,0,5,1,3,220.0,0.6,0.0
17084,392727067,1,134,1,40,220.0,0.29850746268656714,2.5462976301554485e-09
17085,46729574,0,11,1,3,33.0,0.2727272727272727,0.0
17086,23085050,0,6,4,1,30.0,0.16666666666666666,0.0
17087,108313198,0,34,1,0,110.0,0.0,0.0
17088,17449880,0,6,1,4,110.0,0.6666666666666666,0.0
17089,104771686,0,40,1,20,33.0,0.5,0.0
17090,6067370,0,4,1,3,762.0,0.75,0.0
17091,10361484,0,3,1,1,68.0,0.3333333333333333,0.0
17092,79120647,0,28,1,11,1161.0,0.39285714285714285,0.0
17093,81128913,0,31,1,13,2284.0,0.41935483870967744,0.0
17094,27801714,0,7,1,4,220.0,0.5714285714285714,0.0
17095,17091453,2,6,1,1,8.0,0.16666666666666666,1.1701755257437738e-07
17097,194173237,0,65,1,39,220.0,0.6,0.0
