item_id,播放量,点赞量,发布城市,背景音乐ID,发布日期,观看人数,点赞播放比
309225,713295,0,42.0,13133.0,2019-10-05,2,0.0
309226,4677315,0,12.0,13499.0,2019-10-26,1,0.0
309229,4298804,0,253.0,835.0,2019-10-26,2,0.0
309231,2472027,0,39.0,3361.0,2019-10-10,8,0.0
309238,2276095,0,74.0,802.0,2019-10-12,1,0.0
309244,47402,0,45.0,1578.0,2019-10-19,22,0.0
309246,3557102,0,246.0,97.0,2019-10-20,6,0.0
309249,355674,0,23.0,2929.0,2019-10-05,3,0.0
309255,2198068,0,4.0,8221.0,2019-10-27,1,0.0
309259,727369,0,20.0,25.0,2019-10-19,17,0.0
309260,107067,0,20.0,2823.0,2019-10-17,1,0.0
309267,109443,0,269.0,307.0,2019-10-21,79,0.0
309285,582298,0,227.0,9378.0,2019-10-19,3,0.0
309288,955259,0,34.0,5001.0,2019-10-17,7,0.0
309290,908600,0,39.0,1264.0,2019-10-13,5,0.0
309304,2360995,0,54.0,46.0,2019-10-22,1,0.0
309305,2498169,0,119.0,997.0,2019-10-21,1,0.0
309312,2157768,0,54.0,6349.0,2019-10-03,2,0.0
309319,811988,0,346.0,272.0,2019-10-13,6,0.0
309321,1820812,0,73.0,35.0,2019-10-14,3,0.0
309323,4381451,1,80.0,220.0,2019-10-26,1,2.282348929612587e-07
309334,2580477,0,36.0,9282.0,2019-10-25,1,0.0
309372,212224,0,29.0,199.0,2019-10-20,13,0.0
309376,1805045,0,44.0,1884.0,2019-10-20,2,0.0
309379,354546,0,59.0,3879.0,2019-10-20,8,0.0
309385,1979398,0,20.0,4694.0,2019-10-20,3,0.0
309388,2356891,0,51.0,22.0,2019-10-26,1,0.0
309391,1842679,0,152.0,307.0,2019-10-15,3,0.0
309394,4816778,0,312.0,249.0,2019-09-28,1,0.0
309401,1192772,0,22.0,2917.0,2019-10-23,8,0.0
309403,1045321,0,9.0,225.0,2019-10-16,2,0.0
309414,409347,0,54.0,1527.0,2019-10-26,1,0.0
309420,4986271,0,80.0,12.0,2019-10-27,1,0.0
309426,2399556,0,187.0,4035.0,2019-10-02,5,0.0
309430,4156071,0,23.0,140.0,2019-10-27,1,0.0
309445,744437,0,151.0,49557.0,2019-10-22,1,0.0
309446,2518732,0,31.0,1565.0,2019-10-10,4,0.0
309453,5007147,0,33.0,4610.0,2019-10-27,1,0.0
309454,2965460,0,113.0,54563.0,2019-10-26,1,0.0
309462,3524063,0,133.0,527.0,2019-10-25,1,0.0
309463,3052502,0,32.0,1991.0,2019-10-05,1,0.0
309467,4410367,0,79.0,943.0,2019-09-27,1,0.0
309472,31263,0,42.0,220.0,2019-10-25,11,0.0
309476,572878,0,160.0,1464.0,2019-10-07,2,0.0
309485,770512,0,78.0,110.0,2019-10-23,2,0.0
309492,4438930,0,68.0,468.0,2019-10-25,1,0.0
309494,3919835,0,68.0,2253.0,2019-10-02,1,0.0
309495,1545317,0,68.0,33.0,2019-10-27,1,0.0
309498,425165,0,185.0,82.0,2019-10-15,4,0.0
309502,232294,0,215.0,6963.0,2019-10-11,6,0.0
309504,2651814,0,42.0,1026.0,2019-10-26,1,0.0
309507,2268267,0,30.0,6753.0,2019-10-06,1,0.0
309513,3156519,0,49.0,2240.0,2019-10-22,1,0.0
309514,5630914,0,255.0,2045.0,2019-10-26,1,0.0
309517,305819,0,140.0,4475.0,2019-09-30,7,0.0
309520,4295315,0,42.0,62627.0,2019-10-14,1,0.0
309529,198709,0,42.0,327.0,2019-10-20,7,0.0
309532,1058850,0,4.0,10236.0,2019-10-26,2,0.0
309543,2982888,0,57.0,220.0,2019-10-27,5,0.0
309544,221876,0,184.0,15508.0,2019-10-09,9,0.0
309549,2784853,0,44.0,24006.0,2019-10-25,1,0.0
309553,835191,0,42.0,868.0,2019-10-02,1,0.0
309556,2277346,0,37.0,1743.0,2019-10-15,6,0.0
309563,4635979,0,89.0,694.0,2019-09-30,1,0.0
309566,427213,0,217.0,413.0,2019-10-14,4,0.0
309570,1438892,0,151.0,3424.0,2019-10-20,5,0.0
309579,1033868,0,347.0,468.0,2019-10-11,1,0.0
309592,1390821,0,188.0,388.0,2019-10-23,2,0.0
309594,820926,0,1.0,22597.0,2019-10-25,1,0.0
309595,4552769,0,49.0,2326.0,2019-10-15,1,0.0
309600,105101,0,45.0,82.0,2019-10-06,32,0.0
309603,56928,0,135.0,8.0,2019-10-24,3,0.0
309608,799462,0,68.0,68.0,2019-10-25,7,0.0
309609,3680024,0,180.0,43.0,2019-10-26,1,0.0
309619,1083037,0,308.0,37049.0,2019-10-23,3,0.0
309621,1244173,0,1.0,28541.0,2019-10-09,10,0.0
309624,73662,0,15.0,9006.0,2019-10-26,1,0.0
309634,733309,0,236.0,9094.0,2019-10-14,6,0.0
309635,9597,0,106.0,468.0,2019-10-11,1,0.0
309637,1232750,0,88.0,3357.0,2019-10-21,7,0.0
309638,3976,0,104.0,57.0,2019-09-29,61,0.0
309650,1552368,0,39.0,186.0,2019-10-20,1,0.0
309655,1843715,0,196.0,25.0,2019-10-22,1,0.0
309668,3778820,0,133.0,1391.0,2019-10-22,1,0.0
309670,2256379,0,65.0,56.0,2019-10-27,1,0.0
309671,1130730,0,11.0,2572.0,2019-10-22,4,0.0
309687,1219269,0,113.0,33.0,2019-09-27,7,0.0
309698,22266,0,199.0,1268.0,2019-10-26,1,0.0
309701,720313,0,162.0,2173.0,2019-10-20,8,0.0
309709,3087925,0,46.0,619.0,2019-10-24,1,0.0
309714,5628655,0,13.0,945.0,2019-10-24,1,0.0
309715,905541,0,119.0,984.0,2019-10-08,2,0.0
309720,5573242,0,4.0,297.0,2019-10-06,1,0.0
309738,546849,0,36.0,54132.0,2019-10-22,1,0.0
309755,5505622,1,169.0,298.0,2019-10-22,1,1.8163252035828104e-07
309757,506532,0,75.0,9007.0,2019-09-27,1,0.0
309759,637305,0,29.0,54567.0,2019-10-27,1,0.0
309774,4680326,0,44.0,322.0,2019-10-26,1,0.0
309775,3142765,0,34.0,1662.0,2019-10-26,2,0.0
309779,3328582,0,73.0,2411.0,2019-10-27,1,0.0
309782,1394554,0,23.0,801.0,2019-10-22,3,0.0
309788,1761011,0,252.0,22726.0,2019-10-24,3,0.0
309805,5699889,0,144.0,3787.0,2019-10-18,1,0.0
309809,4678898,0,57.0,4179.0,2019-10-27,1,0.0
309810,3073861,0,305.0,571.0,2019-10-25,1,0.0
309818,3290176,0,1.0,4204.0,2019-10-25,2,0.0
309828,1885259,0,11.0,3319.0,2019-10-14,1,0.0
309831,5211228,0,137.0,8728.0,2019-10-07,1,0.0
309840,1841316,0,41.0,298.0,2019-10-24,1,0.0
309851,867220,0,70.0,406.0,2019-10-22,7,0.0
309856,1489534,0,170.0,3199.0,2019-10-27,2,0.0
309858,3244815,0,35.0,700.0,2019-10-02,1,0.0
309863,210741,0,220.0,2944.0,2019-10-20,8,0.0
309867,1671602,1,33.0,110.0,2019-10-16,1,5.982285256897276e-07
309873,234569,0,26.0,4417.0,2019-10-09,11,0.0
309889,75807,0,122.0,4.0,2019-10-25,11,0.0
309904,4348036,0,264.0,75.0,2019-10-27,1,0.0
309908,220448,0,160.0,298.0,2019-10-26,2,0.0
309910,117276,0,170.0,122.0,2019-10-10,2,0.0
309920,201265,0,26.0,14605.0,2019-10-15,7,0.0
309922,1303693,0,87.0,25.0,2019-10-22,6,0.0
309925,2244640,0,179.0,1087.0,2019-10-27,1,0.0
309927,2511558,0,137.0,66.0,2019-10-26,2,0.0
309930,127616,1,0.0,2463.0,2019-10-23,15,7.836008024072217e-06
309936,78214,0,97.0,35.0,2019-10-26,5,0.0
309953,60093,0,125.0,829.0,2019-10-19,10,0.0
309963,2954843,0,25.0,62.0,2019-10-27,1,0.0
309965,5668633,0,41.0,57.0,2019-10-27,1,0.0
309966,2969898,0,32.0,7.0,2019-10-19,1,0.0
309971,3401014,0,56.0,2247.0,2019-10-24,1,0.0
309987,4542930,0,74.0,501.0,2019-10-23,1,0.0
309996,4452348,0,63.0,116.0,2019-10-26,1,0.0
310000,153828,0,148.0,37100.0,2019-10-26,1,0.0
310005,1880979,0,159.0,28447.0,2019-10-26,1,0.0
310017,2500663,0,42.0,11780.0,2019-10-25,1,0.0
310021,365733,0,170.0,10636.0,2019-10-06,1,0.0
310023,1842220,0,10.0,940.0,2019-09-27,4,0.0
310032,1495113,0,17.0,9349.0,2019-10-02,2,0.0
310034,57168,0,15.0,16496.0,2019-10-25,1,0.0
310038,1645139,0,80.0,307.0,2019-10-19,1,0.0
310043,3419420,0,11.0,576.0,2019-10-27,1,0.0
310052,2611279,0,193.0,169.0,2019-10-09,1,0.0
310056,2619066,0,24.0,953.0,2019-09-29,2,0.0
310057,1127271,0,300.0,4674.0,2019-10-16,1,0.0
310065,65277,0,85.0,4496.0,2019-10-21,9,0.0
310067,1505521,0,23.0,46.0,2019-10-20,2,0.0
310076,554365,0,177.0,23345.0,2019-10-02,2,0.0
310078,2472717,0,26.0,1318.0,2019-10-22,3,0.0
310086,2543203,0,151.0,892.0,2019-10-27,1,0.0
310106,38343,0,76.0,986.0,2019-10-06,2,0.0
310108,1163257,0,46.0,22778.0,2019-10-27,1,0.0
310113,4645360,0,32.0,4461.0,2019-10-22,1,0.0
310119,812674,0,121.0,1266.0,2019-10-23,7,0.0
310121,185734,0,102.0,25.0,2019-10-26,1,0.0
310123,5875360,0,66.0,63.0,2019-10-26,1,0.0
310141,95899,0,192.0,342.0,2019-10-24,72,0.0
310164,1048661,0,118.0,218.0,2019-10-26,3,0.0
310187,1413571,0,260.0,1202.0,2019-10-21,1,0.0
310189,473348,0,15.0,53.0,2019-10-26,4,0.0
310190,4401318,0,42.0,2806.0,2019-10-24,1,0.0
310195,1232830,0,140.0,7912.0,2019-10-18,6,0.0
310198,2669901,0,84.0,57.0,2019-10-08,2,0.0
310199,2392526,0,35.0,16328.0,2019-10-03,1,0.0
310202,1619426,0,4.0,110.0,2019-10-11,1,0.0
310205,4917697,0,10.0,1734.0,2019-10-26,1,0.0
310217,238510,0,41.0,307.0,2019-10-04,6,0.0
310236,1957931,0,23.0,14699.0,2019-10-18,2,0.0
310239,2191092,0,10.0,1044.0,2019-09-29,1,0.0
310248,433692,0,154.0,143.0,2019-10-21,20,0.0
310249,1551791,0,5.0,68.0,2019-10-23,3,0.0
310256,3204929,0,166.0,1525.0,2019-10-26,1,0.0
310270,1169575,0,32.0,3275.0,2019-10-03,2,0.0
310272,3190530,0,70.0,33.0,2019-10-04,1,0.0
310273,1721108,0,134.0,578.0,2019-10-15,2,0.0
310282,1898359,0,15.0,6256.0,2019-09-27,2,0.0
310286,2782699,0,33.0,30.0,2019-09-28,1,0.0
310290,282070,0,54.0,43.0,2019-10-09,1,0.0
310294,353578,0,29.0,43.0,2019-10-06,2,0.0
310295,893944,0,89.0,186.0,2019-10-12,5,0.0
310300,3282512,0,135.0,68.0,2019-10-26,1,0.0
310303,3025540,0,211.0,468.0,2019-10-17,1,0.0
310306,8918,0,69.0,974.0,2019-10-23,14,0.0
310309,2576709,0,17.0,2711.0,2019-10-27,1,0.0
310311,1331364,0,85.0,255.0,2019-10-24,4,0.0
310318,3117507,0,32.0,835.0,2019-10-24,1,0.0
310320,4028102,0,74.0,122.0,2019-09-28,1,0.0
310323,2440089,0,111.0,294.0,2019-10-25,1,0.0
310325,1450980,0,261.0,22.0,2019-10-26,1,0.0
310331,2240103,0,285.0,894.0,2019-10-13,2,0.0
310336,4733656,0,6.0,536.0,2019-10-26,1,0.0
310337,2303673,0,78.0,10043.0,2019-10-27,1,0.0
310340,1274407,0,54.0,33.0,2019-10-26,2,0.0
310344,2707132,0,0.0,1944.0,2019-09-29,1,0.0
310349,1137700,0,120.0,3289.0,2019-10-26,1,0.0
310352,1290232,0,181.0,468.0,2019-10-16,2,0.0
310354,2996829,0,4.0,13133.0,2019-10-15,2,0.0
310362,2141934,0,186.0,2496.0,2019-10-19,1,0.0
310365,5826195,0,194.0,2660.0,2019-10-27,1,0.0
310367,53461,0,134.0,53.0,2019-10-06,5,0.0
310373,1875799,0,69.0,25.0,2019-10-20,1,0.0
310374,45412,0,35.0,1891.0,2019-10-17,4,0.0
310386,1307084,0,60.0,307.0,2019-10-22,9,0.0
310390,31701,0,109.0,57.0,2019-10-24,15,0.0
310394,2023971,0,151.0,1006.0,2019-10-22,2,0.0
310397,3637245,0,73.0,5156.0,2019-10-01,2,0.0
310403,856691,0,7.0,6222.0,2019-10-15,4,0.0
310415,444438,0,135.0,2637.0,2019-10-21,17,0.0
310423,1148612,0,53.0,22042.0,2019-10-27,2,0.0
310435,5715280,0,83.0,307.0,2019-10-26,1,0.0
310436,1778012,0,45.0,3000.0,2019-10-02,3,0.0
310438,4790861,0,218.0,62.0,2019-10-27,1,0.0
310442,4060372,0,17.0,4820.0,2019-10-25,2,0.0
310451,1221771,0,137.0,8727.0,2019-10-26,1,0.0
310458,2781517,0,72.0,68.0,2019-10-26,1,0.0
310460,2090324,0,33.0,506.0,2019-10-26,1,0.0
310470,4194235,0,29.0,2090.0,2019-10-19,2,0.0
310475,3744461,0,25.0,62.0,2019-10-26,1,0.0
310479,215766,0,69.0,419.0,2019-10-24,13,0.0
310486,584868,0,199.0,1268.0,2019-10-24,2,0.0
310490,583774,0,51.0,12729.0,2019-10-12,7,0.0
310497,3216067,0,66.0,8739.0,2019-10-22,1,0.0
310505,67629,0,243.0,22.0,2019-10-24,5,0.0
310513,3599834,0,182.0,2485.0,2019-10-23,1,0.0
310520,869450,0,18.0,4444.0,2019-10-21,3,0.0
310531,5599576,0,252.0,1285.0,2019-10-08,1,0.0
310532,1905278,0,89.0,473.0,2019-10-19,4,0.0
310535,596505,0,11.0,3439.0,2019-10-21,3,0.0
310547,155757,0,29.0,650.0,2019-10-06,1,0.0
310558,185654,0,1.0,2789.0,2019-10-17,5,0.0
310560,1038946,0,104.0,432.0,2019-10-02,2,0.0
310562,2591115,0,42.0,25232.0,2019-10-22,1,0.0
310566,5897,0,285.0,17335.0,2019-10-23,23,0.0
310568,2380132,0,34.0,5734.0,2019-09-29,1,0.0
310571,1923930,0,0.0,9093.0,2019-10-14,1,0.0
310575,2441010,0,197.0,410.0,2019-10-17,2,0.0
310577,3614687,0,122.0,43.0,2019-10-08,1,0.0
310581,4553215,0,48.0,3146.0,2019-10-03,1,0.0
310588,685305,0,196.0,8126.0,2019-09-27,4,0.0
310597,3950548,0,14.0,68.0,2019-10-26,2,0.0
310606,143595,0,84.0,803.0,2019-10-18,8,0.0
310612,419140,0,74.0,39.0,2019-10-18,2,0.0
310619,4627095,0,15.0,11881.0,2019-10-27,1,0.0
310624,5169522,0,69.0,22.0,2019-10-27,1,0.0
310629,776840,0,12.0,845.0,2019-10-08,5,0.0
310634,186012,0,79.0,5588.0,2019-10-05,1,0.0
310639,5032769,0,78.0,25.0,2019-10-26,1,0.0
310640,260961,0,170.0,286.0,2019-10-23,41,0.0
310649,2688944,0,124.0,4427.0,2019-10-12,2,0.0
310657,1269375,0,103.0,7586.0,2019-10-06,2,0.0
310661,5841378,0,133.0,1778.0,2019-10-26,1,0.0
310663,399565,0,6.0,11000.0,2019-10-14,2,0.0
310674,55970,0,137.0,4734.0,2019-09-30,14,0.0
310676,1747016,0,7.0,4773.0,2019-10-05,8,0.0
310682,2515953,0,178.0,222.0,2019-10-18,1,0.0
310686,524745,0,14.0,471.0,2019-10-19,6,0.0
310699,3872921,0,10.0,142.0,2019-10-16,1,0.0
310702,204390,0,308.0,26049.0,2019-10-22,6,0.0
310704,1497542,0,32.0,1100.0,2019-10-03,2,0.0
310705,3820870,0,194.0,53.0,2019-10-26,1,0.0
310712,238971,0,114.0,25.0,2019-10-20,14,0.0
310713,4096123,0,6.0,220.0,2019-10-27,1,0.0
310722,132787,0,56.0,116.0,2019-10-24,20,0.0
310725,1929917,0,4.0,258.0,2019-10-27,1,0.0
310729,2041453,0,117.0,1180.0,2019-10-23,4,0.0
310731,4181285,0,122.0,43.0,2019-09-29,3,0.0
310735,424679,0,176.0,2711.0,2019-10-26,1,0.0
310742,1222597,0,73.0,1296.0,2019-10-27,2,0.0
310748,14768,0,186.0,11956.0,2019-10-26,24,0.0
310750,607927,0,74.0,30.0,2019-10-26,2,0.0
310751,483083,0,152.0,350.0,2019-10-25,3,0.0
310763,1227166,0,29.0,3326.0,2019-10-13,1,0.0
310764,1455876,0,1.0,3684.0,2019-10-11,4,0.0
310768,3089046,0,203.0,2478.0,2019-10-26,2,0.0
310775,5334637,0,118.0,156.0,2019-10-22,1,0.0
310780,5280312,0,129.0,934.0,2019-10-26,2,0.0
310781,17173,0,25.0,296.0,2019-10-22,1,0.0
310786,400824,0,84.0,74.0,2019-10-21,9,0.0
310787,1034416,0,32.0,992.0,2019-10-26,2,0.0
310796,1239941,0,44.0,468.0,2019-10-11,6,0.0
310799,268224,0,89.0,5833.0,2019-09-29,7,0.0
310801,4309821,0,52.0,7590.0,2019-10-26,1,0.0
310802,237831,0,84.0,35.0,2019-10-13,8,0.0
310808,1891539,0,13.0,1459.0,2019-10-27,1,0.0
310809,436239,0,71.0,229.0,2019-10-24,2,0.0
310814,5347992,0,149.0,4339.0,2019-10-22,1,0.0
310831,2397219,0,69.0,1452.0,2019-10-06,2,0.0
310834,1254510,0,22.0,6226.0,2019-10-26,8,0.0
310852,4284013,0,202.0,22.0,2019-10-23,2,0.0
310854,2576667,0,76.0,54581.0,2019-10-02,1,0.0
310860,5333229,0,158.0,22.0,2019-10-24,1,0.0
310863,2402615,0,47.0,28956.0,2019-10-26,1,0.0
310864,253230,0,137.0,62.0,2019-10-07,1,0.0
310865,3734080,0,133.0,7043.0,2019-10-27,1,0.0
310875,2716022,0,138.0,12241.0,2019-10-27,1,0.0
310878,4223744,0,244.0,726.0,2019-10-27,1,0.0
310884,2991149,0,6.0,7543.0,2019-09-28,1,0.0
310885,450922,0,254.0,110.0,2019-10-16,2,0.0
310900,4635028,0,17.0,1661.0,2019-10-27,1,0.0
310903,5632727,0,29.0,33.0,2019-10-25,1,0.0
310911,562028,0,237.0,97.0,2019-09-27,8,0.0
310924,759961,0,4.0,8293.0,2019-10-27,1,0.0
310929,373314,0,29.0,1607.0,2019-10-25,2,0.0
310930,3742259,0,7.0,54582.0,2019-10-27,1,0.0
310933,5209433,0,1.0,8567.0,2019-10-19,1,0.0
310935,417840,0,42.0,5915.0,2019-10-20,3,0.0
310941,360935,0,97.0,14508.0,2019-10-04,1,0.0
310952,1428654,0,269.0,1721.0,2019-10-26,1,0.0
310963,161999,0,52.0,1271.0,2019-10-04,25,0.0
310965,3870276,0,59.0,249.0,2019-10-10,1,0.0
310966,712421,0,114.0,3639.0,2019-10-27,4,0.0
310967,1423853,0,111.0,359.0,2019-10-11,4,0.0
310974,1020219,0,234.0,3312.0,2019-10-13,1,0.0
310975,2505013,0,20.0,2318.0,2019-10-12,5,0.0
310976,64822,0,84.0,270.0,2019-10-15,11,0.0
310981,1473870,0,247.0,1746.0,2019-10-26,2,0.0
310984,2251689,0,140.0,1179.0,2019-10-26,2,0.0
310989,2103147,0,35.0,239.0,2019-10-25,4,0.0
310994,486204,0,15.0,110.0,2019-10-22,14,0.0
311002,135813,0,63.0,3418.0,2019-10-20,11,0.0
311004,5815364,0,156.0,63.0,2019-10-26,1,0.0
311007,4138830,0,90.0,2040.0,2019-10-16,2,0.0
311010,243711,0,30.0,1089.0,2019-10-27,3,0.0
311019,4436450,0,155.0,19405.0,2019-10-27,1,0.0
311021,2596499,0,331.0,399.0,2019-10-26,1,0.0
311024,182158,0,127.0,4573.0,2019-10-26,2,0.0
311031,969205,0,190.0,172.0,2019-10-10,4,0.0
311033,5501462,0,285.0,9046.0,2019-10-27,1,0.0
311043,680655,0,31.0,3232.0,2019-10-26,1,0.0
311048,591649,0,33.0,5614.0,2019-10-22,1,0.0
311056,192422,0,41.0,14129.0,2019-10-22,6,0.0
311065,293157,0,122.0,2895.0,2019-10-12,1,0.0
311067,3069260,0,35.0,7973.0,2019-10-26,1,0.0
311076,203409,0,170.0,20502.0,2019-10-21,2,0.0
311081,4855523,0,134.0,57.0,2019-10-05,1,0.0
311082,51997,0,0.0,42082.0,2019-09-29,6,0.0
311083,3893477,0,78.0,23230.0,2019-10-15,1,0.0
311087,2357416,0,69.0,17150.0,2019-10-17,1,0.0
311096,605679,0,2.0,8761.0,2019-10-26,6,0.0
311099,2326336,0,170.0,9344.0,2019-10-26,1,0.0
311103,790852,0,42.0,186.0,2019-10-02,4,0.0
311108,1045337,0,124.0,468.0,2019-10-22,2,0.0
311111,4513201,0,42.0,1336.0,2019-10-01,1,0.0
311115,1814488,0,294.0,571.0,2019-10-13,1,0.0
311125,192079,0,139.0,143.0,2019-10-15,6,0.0
311137,759633,0,87.0,8519.0,2019-09-27,2,0.0
311143,121927,0,85.0,1063.0,2019-10-04,6,0.0
311144,4007985,0,74.0,10190.0,2019-10-26,2,0.0
311145,4439719,0,7.0,27654.0,2019-10-07,1,0.0
311150,2090498,0,99.0,63.0,2019-10-11,1,0.0
311163,3432746,0,297.0,3293.0,2019-10-18,1,0.0
311178,595238,0,4.0,227.0,2019-10-25,1,0.0
311179,1158610,0,33.0,1983.0,2019-10-26,1,0.0
311190,388137,0,41.0,220.0,2019-10-26,2,0.0
311195,5356148,0,265.0,647.0,2019-10-26,1,0.0
311204,1694327,0,137.0,11579.0,2019-10-25,1,0.0
311209,1018885,0,47.0,251.0,2019-10-26,1,0.0
311223,2631370,0,7.0,815.0,2019-10-06,1,0.0
311231,2297214,0,47.0,595.0,2019-10-01,2,0.0
311234,1581125,0,17.0,787.0,2019-10-19,2,0.0
311243,1373818,0,85.0,7.0,2019-10-11,2,0.0
311244,216594,0,42.0,804.0,2019-10-21,11,0.0
311250,305579,0,24.0,57.0,2019-10-15,1,0.0
311253,170098,0,27.0,62.0,2019-10-22,2,0.0
311254,4592420,0,69.0,33.0,2019-10-05,1,0.0
311281,372174,0,113.0,43624.0,2019-10-03,2,0.0
311283,3002393,0,61.0,1047.0,2019-10-16,2,0.0
311284,5677773,0,13.0,1249.0,2019-10-07,2,0.0
311287,1977409,0,17.0,122.0,2019-10-11,1,0.0
311297,3905747,0,14.0,4026.0,2019-10-26,1,0.0
311321,1543182,0,218.0,1546.0,2019-10-16,1,0.0
311322,4005929,1,6.0,1192.0,2019-10-27,1,2.496299859533207e-07
311323,1256158,0,80.0,222.0,2019-10-25,8,0.0
311328,2294357,0,85.0,220.0,2019-10-26,2,0.0
311333,2692726,0,134.0,221.0,2019-10-14,3,0.0
311336,2149990,0,47.0,922.0,2019-10-23,4,0.0
311339,2951174,0,202.0,4266.0,2019-10-25,2,0.0
311345,1042548,0,42.0,238.0,2019-10-26,1,0.0
311347,698828,0,42.0,639.0,2019-10-06,4,0.0
311350,1897767,0,33.0,68.0,2019-10-26,1,0.0
311356,677141,0,180.0,15863.0,2019-10-17,7,0.0
311362,906861,0,10.0,3528.0,2019-10-13,4,0.0
311366,3517431,0,84.0,1178.0,2019-10-13,1,0.0
311383,712426,0,42.0,22.0,2019-10-26,1,0.0
311384,5131326,0,3.0,220.0,2019-10-27,1,0.0
311391,17941,0,52.0,154.0,2019-09-28,2,0.0
311395,1141603,0,105.0,2589.0,2019-10-27,2,0.0
311397,3991642,0,42.0,4822.0,2019-10-27,1,0.0
311403,227958,0,68.0,8.0,2019-10-22,11,0.0
311407,622899,0,63.0,30.0,2019-10-09,6,0.0
311412,298576,0,18.0,20271.0,2019-10-22,1,0.0
311414,454117,0,66.0,1536.0,2019-10-23,6,0.0
311416,409026,1,89.0,3795.0,2019-10-21,4,2.4448323578452227e-06
311418,123875,0,268.0,3359.0,2019-10-24,2,0.0
311437,5524529,0,17.0,320.0,2019-10-18,1,0.0
311440,1435815,0,102.0,1942.0,2019-10-13,1,0.0
311441,5837764,0,217.0,388.0,2019-10-26,1,0.0
311449,1079619,0,94.0,8124.0,2019-10-24,5,0.0
311452,256542,0,189.0,7956.0,2019-10-19,5,0.0
311453,2514689,0,35.0,257.0,2019-10-26,1,0.0
311467,1120335,0,213.0,2849.0,2019-10-26,1,0.0
311476,3735299,0,192.0,408.0,2019-10-27,1,0.0
311478,3351311,0,26.0,40442.0,2019-10-26,2,0.0
311482,4195792,0,178.0,110.0,2019-10-25,1,0.0
311485,27715,0,81.0,164.0,2019-10-24,38,0.0
311492,160791,0,4.0,22.0,2019-10-25,2,0.0
311495,105907,0,29.0,2090.0,2019-09-30,5,0.0
311502,41013,0,213.0,3518.0,2019-10-16,45,0.0
311505,1585111,0,165.0,18380.0,2019-10-19,5,0.0
311526,1218513,0,209.0,307.0,2019-10-26,4,0.0
311528,3297372,0,60.0,14674.0,2019-10-16,1,0.0
311532,634452,0,31.0,220.0,2019-10-27,1,0.0
311537,311396,0,1.0,3461.0,2019-10-21,1,0.0
311544,218768,0,7.0,3609.0,2019-10-20,5,0.0
311550,2159893,0,134.0,9664.0,2019-10-26,1,0.0
311554,2146753,0,133.0,1367.0,2019-10-25,1,0.0
311565,782233,0,186.0,506.0,2019-10-25,2,0.0
311595,1384320,0,80.0,325.0,2019-10-19,4,0.0
311597,1205231,0,133.0,53.0,2019-10-17,3,0.0
311600,2525888,0,140.0,18808.0,2019-10-19,1,0.0
311601,924249,0,69.0,4130.0,2019-10-20,7,0.0
311603,148723,1,63.0,3639.0,2019-10-06,28,6.723909549968734e-06
311607,4754729,0,63.0,4786.0,2019-10-27,1,0.0
311612,418882,0,133.0,59.0,2019-09-30,7,0.0
311619,456632,0,31.0,220.0,2019-10-24,1,0.0
311623,5270969,0,130.0,21507.0,2019-10-27,1,0.0
311624,3576112,0,246.0,1243.0,2019-10-15,2,0.0
311628,4727713,0,140.0,8878.0,2019-10-05,1,0.0
311656,1852772,0,47.0,7557.0,2019-10-08,2,0.0
311663,3668450,0,0.0,1215.0,2019-10-10,3,0.0
311666,201239,0,69.0,1582.0,2019-10-12,21,0.0
311667,936074,0,64.0,2131.0,2019-10-15,2,0.0
311671,2651799,0,29.0,777.0,2019-10-18,3,0.0
311675,284733,0,9.0,110.0,2019-10-13,1,0.0
311677,2596265,0,15.0,388.0,2019-10-26,1,0.0
311679,375205,0,155.0,57.0,2019-10-26,5,0.0
311684,4283769,0,361.0,4018.0,2019-10-16,1,0.0
311695,881662,0,35.0,1745.0,2019-10-19,4,0.0
311699,929698,0,18.0,3062.0,2019-10-26,2,0.0
311703,763050,0,52.0,5371.0,2019-10-27,1,0.0
311706,5860650,0,261.0,2562.0,2019-10-01,1,0.0
311711,1961322,0,133.0,57.0,2019-10-25,1,0.0
311720,1885923,0,111.0,3158.0,2019-10-27,2,0.0
311729,3278697,0,217.0,327.0,2019-09-30,3,0.0
311731,3171120,0,34.0,246.0,2019-10-26,3,0.0
311743,2032022,1,33.0,1783.0,2019-10-21,4,4.921206561739981e-07
311757,3411377,0,96.0,8.0,2019-10-25,2,0.0
311760,849801,0,0.0,19751.0,2019-10-12,10,0.0
311763,101350,0,125.0,38435.0,2019-10-18,5,0.0
311774,1147801,0,10.0,325.0,2019-10-14,9,0.0
311778,3914482,0,66.0,14307.0,2019-10-03,3,0.0
311784,13946,0,22.0,30.0,2019-10-24,94,0.0
311786,5815150,0,31.0,4169.0,2019-10-27,1,0.0
311788,1377333,0,39.0,12.0,2019-10-04,1,0.0
311801,1761425,0,6.0,33.0,2019-10-02,1,0.0
311808,4015312,0,271.0,388.0,2019-10-20,2,0.0
311813,4774158,0,33.0,307.0,2019-10-26,1,0.0
311818,180625,0,120.0,576.0,2019-10-10,5,0.0
311850,300256,0,7.0,9919.0,2019-10-20,3,0.0
311858,2699429,0,44.0,10091.0,2019-10-27,1,0.0
311860,506553,0,8.0,1160.0,2019-10-12,1,0.0
